pixel_id,x,y,elevation,aspect
399706,402778.29308015323,200465.84932041288,118.25,252.69
399708,402780.29308015323,200465.84932041288,119.5,245.74
399709,402781.29308015323,200465.84932041288,119.84,248.2
399710,402782.29308015323,200465.84932041288,120.2,252.52
399711,402783.29308015323,200465.84932041288,120.72,253.78
399712,402784.29308015323,200465.84932041288,120.96,252.09
399713,402785.29308015323,200465.84932041288,121.34,249.03
400175,402786.29308015323,200464.84932041288,121.3,109.54
400176,402787.29308015323,200464.84932041288,121.02,78.41
400177,402788.29308015323,200464.84932041288,120.75,74.57
400178,402789.29308015323,200464.84932041288,120.35,74.23
400179,402790.29308015323,200464.84932041288,120.0,73.37
400184,402795.29308015323,200464.84932041288,113.99,66.02
400183,402794.29308015323,200464.84932041288,116.26,68.85
400180,402791.29308015323,200464.84932041288,119.6,68.81
400181,402792.29308015323,200464.84932041288,119.19,64.07
400182,402793.29308015323,200464.84932041288,118.87,69.76
400168,402779.29308015323,200464.84932041288,118.97,251.88
400169,402780.29308015323,200464.84932041288,119.29,250.84
400170,402781.29308015323,200464.84932041288,119.69,251.45
400171,402782.29308015323,200464.84932041288,120.11,250.62
400172,402783.29308015323,200464.84932041288,120.51,246.34
400173,402784.29308015323,200464.84932041288,120.86,245.24
400174,402785.29308015323,200464.84932041288,121.2,243.06
400633,402786.29308015323,200463.84932041288,121.28,277.43
400634,402787.29308015323,200463.84932041288,121.14,63.31
400635,402788.29308015323,200463.84932041288,120.77,68.45
400636,402789.29308015323,200463.84932041288,120.45,70.99
400626,402779.29308015323,200463.84932041288,118.88,251.98
400627,402780.29308015323,200463.84932041288,119.26,253.14
400628,402781.29308015323,200463.84932041288,119.57,254.68
400641,402794.29308015323,200463.84932041288,117.7,83.01
400642,402795.29308015323,200463.84932041288,114.02,84.6
400637,402790.29308015323,200463.84932041288,120.02,71.23
400638,402791.29308015323,200463.84932041288,119.69,70.37
400639,402792.29308015323,200463.84932041288,119.4,70.98
400640,402793.29308015323,200463.84932041288,118.98,78.2
401099,402787.29308015323,200462.84932041288,121.37,69.23
401100,402788.29308015323,200462.84932041288,121.0,71.08
401101,402789.29308015323,200462.84932041288,120.61,69.25
401102,402790.29308015323,200462.84932041288,120.26,68.43
401106,402794.29308015323,200462.84932041288,117.31,76.83
401107,402795.29308015323,200462.84932041288,114.09,73.81
401103,402791.29308015323,200462.84932041288,119.85,67.86
401104,402792.29308015323,200462.84932041288,119.45,68.44
401105,402793.29308015323,200462.84932041288,119.1,72.59
401092,402780.29308015323,200462.84932041288,119.08,250.58
401093,402781.29308015323,200462.84932041288,119.49,248.73
401094,402782.29308015323,200462.84932041288,119.89,247.8
401095,402783.29308015323,200462.84932041288,120.21,249.36
401096,402784.29308015323,200462.84932041288,120.57,252.15
401097,402785.29308015323,200462.84932041288,120.95,252.22
401098,402786.29308015323,200462.84932041288,121.28,255.14
401563,402787.29308015323,200461.84932041288,121.31,126.47
401564,402788.29308015323,200461.84932041288,121.03,74.5
401565,402789.29308015323,200461.84932041288,120.72,71.68
401566,402790.29308015323,200461.84932041288,120.33,72.49
401567,402791.29308015323,200461.84932041288,119.99,70.61
401568,402792.29308015323,200461.84932041288,119.67,69.57
401569,402793.29308015323,200461.84932041288,119.29,60.33
401570,402794.29308015323,200461.84932041288,118.92,61.42
401556,402780.29308015323,200461.84932041288,118.99,232.09
401557,402781.29308015323,200461.84932041288,119.28,249.85
401558,402782.29308015323,200461.84932041288,119.65,252.47
401559,402783.29308015323,200461.84932041288,120.03,253.65
401560,402784.29308015323,200461.84932041288,120.48,250.74
401561,402785.29308015323,200461.84932041288,120.79,246.96
401571,402795.29308015323,200461.84932041288,115.63,62.42
401572,402796.29308015323,200461.84932041288,113.97,61.81
401562,402786.29308015323,200461.84932041288,121.12,246.54
402013,402781.29308015323,200460.84932041288,119.2,238.09
402014,402782.29308015323,200460.84932041288,119.65,253.73
402012,402780.29308015323,200460.84932041288,118.81,234.94
402027,402795.29308015323,200460.84932041288,117.94,70.76
402028,402796.29308015323,200460.84932041288,114.09,74.6
402020,402788.29308015323,200460.84932041288,121.23,62.95
402021,402789.29308015323,200460.84932041288,120.87,69.61
402022,402790.29308015323,200460.84932041288,120.47,70.19
402023,402791.29308015323,200460.84932041288,120.11,69.89
402024,402792.29308015323,200460.84932041288,119.73,72.38
402025,402793.29308015323,200460.84932041288,119.36,73.9
402026,402794.29308015323,200460.84932041288,119.0,62.74
402015,402783.29308015323,200460.84932041288,120.02,249.44
402016,402784.29308015323,200460.84932041288,120.31,247.5
402017,402785.29308015323,200460.84932041288,120.65,249.35
402018,402786.29308015323,200460.84932041288,121.0,257.47
402019,402787.29308015323,200460.84932041288,121.31,288.01
402482,402788.29308015323,200459.84932041288,121.34,79.05
402483,402789.29308015323,200459.84932041288,120.98,72.67
402484,402790.29308015323,200459.84932041288,120.6,69.59
402485,402791.29308015323,200459.84932041288,120.26,69.7
402486,402792.29308015323,200459.84932041288,119.9,70.08
402487,402793.29308015323,200459.84932041288,119.5,68.6
402488,402794.29308015323,200459.84932041288,119.13,62.75
402489,402795.29308015323,200459.84932041288,118.74,70.74
402475,402781.29308015323,200459.84932041288,119.09,255.5
402476,402782.29308015323,200459.84932041288,119.44,248.4
402477,402783.29308015323,200459.84932041288,119.75,246.8
402478,402784.29308015323,200459.84932041288,120.17,247.54
402479,402785.29308015323,200459.84932041288,120.53,248.64
402480,402786.29308015323,200459.84932041288,120.91,251.23
402481,402787.29308015323,200459.84932041288,121.39,250.37
402491,402797.29308015323,200459.84932041288,113.99,19.23
402490,402796.29308015323,200459.84932041288,114.36,58.01
402946,402788.29308015323,200458.84932041288,121.35,102.53
402947,402789.29308015323,200458.84932041288,121.1,68.33
402948,402790.29308015323,200458.84932041288,120.77,65.8
402949,402791.29308015323,200458.84932041288,120.37,67.35
402950,402792.29308015323,200458.84932041288,119.99,67.32
402939,402781.29308015323,200458.84932041288,118.99,258.42
402940,402782.29308015323,200458.84932041288,119.33,245.98
402941,402783.29308015323,200458.84932041288,119.73,247.58
402942,402784.29308015323,200458.84932041288,120.01,250.05
402943,402785.29308015323,200458.84932041288,120.37,254.87
402944,402786.29308015323,200458.84932041288,120.73,255.16
402945,402787.29308015323,200458.84932041288,121.08,250.8
402954,402796.29308015323,200458.84932041288,117.49,33.57
402955,402797.29308015323,200458.84932041288,116.27,11.48
402951,402793.29308015323,200458.84932041288,119.66,66.75
402952,402794.29308015323,200458.84932041288,119.3,67.08
402953,402795.29308015323,200458.84932041288,118.93,59.54
403415,402789.29308015323,200457.84932041288,121.26,70.46
403416,402790.29308015323,200457.84932041288,120.95,70.22
403417,402791.29308015323,200457.84932041288,120.57,68.96
403418,402792.29308015323,200457.84932041288,120.19,66.61
403419,402793.29308015323,200457.84932041288,119.83,66.52
403420,402794.29308015323,200457.84932041288,119.43,66.15
403421,402795.29308015323,200457.84932041288,119.07,58.65
403422,402796.29308015323,200457.84932041288,118.74,18.72
403407,402781.29308015323,200457.84932041288,118.76,245.65
403423,402797.29308015323,200457.84932041288,119.47,0.55
403408,402782.29308015323,200457.84932041288,119.11,236.52
403409,402783.29308015323,200457.84932041288,119.47,247.42
403410,402784.29308015323,200457.84932041288,119.88,248.66
403411,402785.29308015323,200457.84932041288,120.33,249.76
403412,402786.29308015323,200457.84932041288,120.77,248.94
403413,402787.29308015323,200457.84932041288,121.07,249.82
403414,402788.29308015323,200457.84932041288,121.34,250.8
403881,402789.29308015323,200456.84932041288,121.33,71.03
403882,402790.29308015323,200456.84932041288,121.01,70.63
403883,402791.29308015323,200456.84932041288,120.66,70.16
403884,402792.29308015323,200456.84932041288,120.32,71.8
403885,402793.29308015323,200456.84932041288,119.96,73.7
403886,402794.29308015323,200456.84932041288,119.63,73.03
403887,402795.29308015323,200456.84932041288,119.27,70.84
403888,402796.29308015323,200456.84932041288,118.88,55.13
403874,402782.29308015323,200456.84932041288,119.04,245.18
403875,402783.29308015323,200456.84932041288,119.41,252.86
403876,402784.29308015323,200456.84932041288,119.73,253.63
403877,402785.29308015323,200456.84932041288,120.07,251.34
403878,402786.29308015323,200456.84932041288,120.43,246.18
403879,402787.29308015323,200456.84932041288,120.84,244.94
403880,402788.29308015323,200456.84932041288,121.2,247.49
403889,402797.29308015323,200456.84932041288,119.11,250.22
404352,402797.29308015323,200455.84932041288,118.91,251.56
404353,402798.29308015323,200455.84932041288,119.47,256.12
404344,402789.29308015323,200455.84932041288,121.37,294.15
404345,402790.29308015323,200455.84932041288,121.21,70.14
404346,402791.29308015323,200455.84932041288,120.84,69.31
404347,402792.29308015323,200455.84932041288,120.44,69.09
404348,402793.29308015323,200455.84932041288,120.03,69.88
404349,402794.29308015323,200455.84932041288,119.64,70.97
404350,402795.29308015323,200455.84932041288,119.32,72.8
404351,402796.29308015323,200455.84932041288,119.01,80.92
404337,402782.29308015323,200455.84932041288,118.85,257.91
404338,402783.29308015323,200455.84932041288,119.26,246.19
404339,402784.29308015323,200455.84932041288,119.65,251.68
404340,402785.29308015323,200455.84932041288,120.11,250.85
404341,402786.29308015323,200455.84932041288,120.41,249.49
404342,402787.29308015323,200455.84932041288,120.73,252.49
404343,402788.29308015323,200455.84932041288,121.08,257.57
404813,402790.29308015323,200454.84932041288,121.25,78.09
404814,402791.29308015323,200454.84932041288,120.93,72.84
404815,402792.29308015323,200454.84932041288,120.62,72.26
404816,402793.29308015323,200454.84932041288,120.24,71.23
404817,402794.29308015323,200454.84932041288,119.88,68.64
404818,402795.29308015323,200454.84932041288,119.48,68.06
404819,402796.29308015323,200454.84932041288,119.08,71.7
404820,402797.29308015323,200454.84932041288,118.77,266.92
404806,402783.29308015323,200454.84932041288,119.1,260.88
404807,402784.29308015323,200454.84932041288,119.5,254.68
404808,402785.29308015323,200454.84932041288,119.82,248.77
404809,402786.29308015323,200454.84932041288,120.16,249.18
404810,402787.29308015323,200454.84932041288,120.59,250.78
404811,402788.29308015323,200454.84932041288,121.03,249.9
404812,402789.29308015323,200454.84932041288,121.36,243.23
404821,402798.29308015323,200454.84932041288,119.38,255.58
405293,402790.29308015323,200453.84932041288,121.36,53.47
405294,402791.29308015323,200453.84932041288,121.07,69.71
405295,402792.29308015323,200453.84932041288,120.67,70.4
405296,402793.29308015323,200453.84932041288,120.29,70.19
405297,402794.29308015323,200453.84932041288,119.92,69.18
405298,402795.29308015323,200453.84932041288,119.63,69.57
405299,402796.29308015323,200453.84932041288,119.27,71.8
405300,402797.29308015323,200453.84932041288,118.92,11.82
405301,402798.29308015323,200453.84932041288,119.14,263.19
405302,402799.29308015323,200453.84932041288,119.5,253.13
405286,402783.29308015323,200453.84932041288,119.15,237.0
405287,402784.29308015323,200453.84932041288,119.47,247.16
405288,402785.29308015323,200453.84932041288,119.78,248.13
405289,402786.29308015323,200453.84932041288,120.17,249.57
405290,402787.29308015323,200453.84932041288,120.46,250.2
405291,402788.29308015323,200453.84932041288,120.8,250.87
405292,402789.29308015323,200453.84932041288,121.15,255.23
405767,402784.29308015323,200452.84932041288,119.21,238.79
405766,402783.29308015323,200452.84932041288,118.8,250.19
405781,402798.29308015323,200452.84932041288,119.21,246.89
405782,402799.29308015323,200452.84932041288,119.43,238.76
405773,402790.29308015323,200452.84932041288,121.43,254.36
405774,402791.29308015323,200452.84932041288,121.19,69.32
405775,402792.29308015323,200452.84932041288,120.87,67.38
405776,402793.29308015323,200452.84932041288,120.52,67.37
405777,402794.29308015323,200452.84932041288,120.14,68.1
405778,402795.29308015323,200452.84932041288,119.76,69.7
405779,402796.29308015323,200452.84932041288,119.34,70.89
405780,402797.29308015323,200452.84932041288,118.94,63.22
405768,402785.29308015323,200452.84932041288,119.55,241.08
405769,402786.29308015323,200452.84932041288,119.89,245.07
405770,402787.29308015323,200452.84932041288,120.32,249.5
405771,402788.29308015323,200452.84932041288,120.76,251.9
405772,402789.29308015323,200452.84932041288,121.14,252.23
406283,402799.29308015323,200451.84932041288,119.11,231.95
406275,402791.29308015323,200451.84932041288,121.37,68.45
406276,402792.29308015323,200451.84932041288,120.96,68.41
406277,402793.29308015323,200451.84932041288,120.61,68.83
406278,402794.29308015323,200451.84932041288,120.22,71.9
406279,402795.29308015323,200451.84932041288,119.88,73.21
406280,402796.29308015323,200451.84932041288,119.55,71.68
406281,402797.29308015323,200451.84932041288,119.17,75.71
406282,402798.29308015323,200451.84932041288,118.89,173.53
406268,402784.29308015323,200451.84932041288,119.02,236.07
406269,402785.29308015323,200451.84932041288,119.39,251.68
406270,402786.29308015323,200451.84932041288,119.82,252.12
406271,402787.29308015323,200451.84932041288,120.16,253.06
406272,402788.29308015323,200451.84932041288,120.58,250.78
406273,402789.29308015323,200451.84932041288,120.89,247.87
406274,402790.29308015323,200451.84932041288,121.27,249.4
406785,402791.29308015323,200450.84932041288,121.42,42.15
406794,402800.29308015323,200450.84932041288,119.49,265.31
406786,402792.29308015323,200450.84932041288,121.15,71.02
406787,402793.29308015323,200450.84932041288,120.83,69.38
406788,402794.29308015323,200450.84932041288,120.39,68.99
406789,402795.29308015323,200450.84932041288,119.96,67.41
406790,402796.29308015323,200450.84932041288,119.58,66.9
406791,402797.29308015323,200450.84932041288,119.24,68.16
406792,402798.29308015323,200450.84932041288,118.91,67.46
406793,402799.29308015323,200450.84932041288,118.76,269.47
406778,402784.29308015323,200450.84932041288,119.0,235.02
406779,402785.29308015323,200450.84932041288,119.31,238.45
406780,402786.29308015323,200450.84932041288,119.62,250.79
406781,402787.29308015323,200450.84932041288,120.1,251.03
406782,402788.29308015323,200450.84932041288,120.48,248.7
406783,402789.29308015323,200450.84932041288,120.86,249.18
406784,402790.29308015323,200450.84932041288,121.16,256.02
407289,402791.29308015323,200449.84932041288,121.44,239.93
407290,402792.29308015323,200449.84932041288,121.22,75.32
407291,402793.29308015323,200449.84932041288,120.88,72.4
407292,402794.29308015323,200449.84932041288,120.53,72.13
407293,402795.29308015323,200449.84932041288,120.2,69.02
407294,402796.29308015323,200449.84932041288,119.84,67.48
407295,402797.29308015323,200449.84932041288,119.49,68.44
407296,402798.29308015323,200449.84932041288,119.07,65.26
407282,402784.29308015323,200449.84932041288,116.97,251.26
407297,402799.29308015323,200449.84932041288,119.04,270.48
407298,402800.29308015323,200449.84932041288,119.46,250.63
407283,402785.29308015323,200449.84932041288,119.14,250.79
407284,402786.29308015323,200449.84932041288,119.54,251.57
407285,402787.29308015323,200449.84932041288,119.89,248.52
407286,402788.29308015323,200449.84932041288,120.29,246.52
407287,402789.29308015323,200449.84932041288,120.59,248.07
407288,402790.29308015323,200449.84932041288,121.08,250.28
407794,402792.29308015323,200448.84932041288,121.38,82.07
407795,402793.29308015323,200448.84932041288,121.06,70.68
407796,402794.29308015323,200448.84932041288,120.62,69.99
407797,402795.29308015323,200448.84932041288,120.25,69.78
407798,402796.29308015323,200448.84932041288,119.89,71.1
407799,402797.29308015323,200448.84932041288,119.52,73.75
407800,402798.29308015323,200448.84932041288,119.19,79.81
407801,402799.29308015323,200448.84932041288,118.86,166.61
407787,402785.29308015323,200448.84932041288,119.06,262.77
407788,402786.29308015323,200448.84932041288,119.43,243.97
407789,402787.29308015323,200448.84932041288,119.74,247.03
407790,402788.29308015323,200448.84932041288,120.17,251.46
407791,402789.29308015323,200448.84932041288,120.55,252.72
407802,402800.29308015323,200448.84932041288,119.02,250.18
407792,402790.29308015323,200448.84932041288,120.89,247.29
407793,402791.29308015323,200448.84932041288,121.22,240.15
408290,402792.29308015323,200447.84932041288,121.31,249.9
408291,402793.29308015323,200447.84932041288,121.17,71.88
408292,402794.29308015323,200447.84932041288,120.81,71.23
408293,402795.29308015323,200447.84932041288,120.45,69.77
408294,402796.29308015323,200447.84932041288,120.11,68.64
408295,402797.29308015323,200447.84932041288,119.7,68.17
408298,402800.29308015323,200447.84932041288,119.11,262.41
408299,402801.29308015323,200447.84932041288,119.52,255.85
408296,402798.29308015323,200447.84932041288,119.26,67.93
408297,402799.29308015323,200447.84932041288,118.91,60.09
408283,402785.29308015323,200447.84932041288,118.68,249.7
408284,402786.29308015323,200447.84932041288,119.19,244.51
408285,402787.29308015323,200447.84932041288,119.58,247.94
408286,402788.29308015323,200447.84932041288,119.98,247.66
408287,402789.29308015323,200447.84932041288,120.45,244.52
408288,402790.29308015323,200447.84932041288,120.74,244.03
408289,402791.29308015323,200447.84932041288,121.08,248.03
408758,402786.29308015323,200446.84932041288,119.09,245.4
408759,402787.29308015323,200446.84932041288,119.46,253.44
408760,402788.29308015323,200446.84932041288,119.83,248.27
408761,402789.29308015323,200446.84932041288,120.17,246.67
408762,402790.29308015323,200446.84932041288,120.57,248.78
408763,402791.29308015323,200446.84932041288,120.93,252.32
408764,402792.29308015323,200446.84932041288,121.32,259.9
408773,402801.29308015323,200446.84932041288,119.35,186.75
408765,402793.29308015323,200446.84932041288,121.32,68.0
408766,402794.29308015323,200446.84932041288,120.88,70.88
408767,402795.29308015323,200446.84932041288,120.51,67.85
408768,402796.29308015323,200446.84932041288,120.16,67.29
408769,402797.29308015323,200446.84932041288,119.85,69.91
408770,402798.29308015323,200446.84932041288,119.49,71.23
408771,402799.29308015323,200446.84932041288,119.13,77.36
408772,402800.29308015323,200446.84932041288,118.83,226.35
409200,402786.29308015323,200445.84932041288,119.0,250.55
409201,402787.29308015323,200445.84932041288,119.38,247.24
409202,402788.29308015323,200445.84932041288,119.69,247.25
409215,402801.29308015323,200445.84932041288,118.98,143.75
409216,402802.29308015323,200445.84932041288,117.31,126.54
409207,402793.29308015323,200445.84932041288,121.4,73.75
409208,402794.29308015323,200445.84932041288,121.07,68.16
409209,402795.29308015323,200445.84932041288,120.74,65.59
409210,402796.29308015323,200445.84932041288,120.41,68.54
409211,402797.29308015323,200445.84932041288,119.99,71.57
409212,402798.29308015323,200445.84932041288,119.51,79.82
409213,402799.29308015323,200445.84932041288,119.16,98.7
409214,402800.29308015323,200445.84932041288,118.84,153.96
409203,402789.29308015323,200445.84932041288,120.05,249.71
409204,402790.29308015323,200445.84932041288,120.51,249.57
409205,402791.29308015323,200445.84932041288,120.81,248.75
409206,402792.29308015323,200445.84932041288,121.2,250.06
409619,402793.29308015323,200444.84932041288,121.38,242.85
409620,402794.29308015323,200444.84932041288,121.22,71.56
409621,402795.29308015323,200444.84932041288,120.84,69.34
409622,402796.29308015323,200444.84932041288,120.44,71.68
409623,402797.29308015323,200444.84932041288,120.1,95.19
409624,402798.29308015323,200444.84932041288,119.76,120.96
409613,402787.29308015323,200444.84932041288,119.17,245.83
409614,402788.29308015323,200444.84932041288,119.52,245.74
409615,402789.29308015323,200444.84932041288,119.91,245.38
409616,402790.29308015323,200444.84932041288,120.25,244.78
409617,402791.29308015323,200444.84932041288,120.69,245.32
409618,402792.29308015323,200444.84932041288,121.0,247.11
409627,402801.29308015323,200444.84932041288,117.83,117.85
409612,402786.29308015323,200444.84932041288,118.78,258.82
409625,402799.29308015323,200444.84932041288,118.97,138.68
409626,402800.29308015323,200444.84932041288,118.36,149.9
409628,402802.29308015323,200444.84932041288,114.08,110.07
410014,402787.29308015323,200443.84932041288,119.03,232.94
410025,402798.29308015323,200443.84932041288,118.42,143.5
410029,402802.29308015323,200443.84932041288,115.38,74.65
410021,402794.29308015323,200443.84932041288,121.34,123.55
410030,402803.29308015323,200443.84932041288,114.28,61.97
410022,402795.29308015323,200443.84932041288,121.02,136.19
410023,402796.29308015323,200443.84932041288,120.67,157.42
410024,402797.29308015323,200443.84932041288,120.2,151.54
410015,402788.29308015323,200443.84932041288,119.39,248.58
410016,402789.29308015323,200443.84932041288,119.72,250.3
410017,402790.29308015323,200443.84932041288,120.1,253.22
410018,402791.29308015323,200443.84932041288,120.5,252.48
410019,402792.29308015323,200443.84932041288,120.87,250.96
410020,402793.29308015323,200443.84932041288,121.23,244.16
410026,402799.29308015323,200443.84932041288,117.89,151.97
410027,402800.29308015323,200443.84932041288,117.67,145.07
410028,402801.29308015323,200443.84932041288,117.26,90.22
410411,402795.29308015323,200442.84932041288,119.28,148.85
410418,402802.29308015323,200442.84932041288,115.99,78.56
410419,402803.29308015323,200442.84932041288,114.29,77.63
410410,402794.29308015323,200442.84932041288,121.21,163.77
410403,402787.29308015323,200442.84932041288,118.9,251.28
410404,402788.29308015323,200442.84932041288,119.25,248.88
410405,402789.29308015323,200442.84932041288,119.61,251.23
410406,402790.29308015323,200442.84932041288,120.06,232.63
410407,402791.29308015323,200442.84932041288,120.42,203.37
410408,402792.29308015323,200442.84932041288,120.78,184.04
410409,402793.29308015323,200442.84932041288,121.11,179.03
410412,402796.29308015323,200442.84932041288,117.68,161.4
410413,402797.29308015323,200442.84932041288,117.73,165.66
410414,402798.29308015323,200442.84932041288,117.65,152.42
410415,402799.29308015323,200442.84932041288,117.56,154.43
410416,402800.29308015323,200442.84932041288,117.43,147.88
410417,402801.29308015323,200442.84932041288,117.32,89.7
410778,402791.29308015323,200441.84932041288,119.41,175.11
